domain	end	gene	start
PF05305	115	lprJ	44
PF18407	340	Rv1692	269
PF01479	50	tlyA	5
PF01728	245	tlyA	62
PF01513	284	ppnK	6
PF02463	541	recN	1
PF12555	385	Rv1697	334
PF11382	312	mctB	1
PF00117	544	pyrG	312
PF06418	278	pyrG	10
PF00293	168	Rv1700	41
PF00589	297	Rv1701	119
PF02899	98	Rv1701	8
PF02720	361	Rv1702c	36
PF01596	168	Rv1703c	1
PF00324	463	cycA	25
PF00823	162	PPE22	5
PF12484	381	PPE22	299
PF00823	199	PPE23	41
PF12484	390	PPE23	312
PF00916	354	Rv1707	132
PF00916_1	138	Rv1707	5
PF01740	486	Rv1707	385
PF01656	292	Rv1708	67
PF02616	264	scpA	40
PF04079	188	scpB	30
PF00849	211	Rv1711	75
PF01479	60	Rv1711	14
PF02224	224	cmk	9
PF01926	143	engA	28
PF01926_1	319	engA	201
PF14714	453	engA	375
PF13561	268	Rv1714	29
PF00725	275	fadB3	177
PF02737	175	fadB3	9
PF04199	168	Rv1716	17
PF07883	108	Rv1717	39
PF05853	268	Rv1718	2
PF01614	255	Rv1719	127
PF09339	66	Rv1719	15
PF01850	119	vapC12	2
PF00144	388	Rv1723	64
PF01638	103	Rv1725c	16
PF01565	177	Rv1726	42
PF08031	458	Rv1726	413
PF11716	130	Rv1727	7
PF04072	203	Rv1729c	19
PF00144	392	Rv1730c	60
PF00171	481	gabD2	19
PF00578	135	Rv1732c	10
PF00198	75	Rv1734c	1
PF03595	150	Rv1735c	1
PF00384	267	narX	118
PF02613	409	narX	273
PF02665	639	narX	418
PF07690	393	narK2	11
PF08962	91	Rv1738	11
PF00916	392	Rv1739c	25
PF01740	553	Rv1739c	443
PF07704	69	vapB34	1
PF13462	566	pknE	386
PF00069	270	pknE	16
PF00293	171	idi	38
PF00069	269	pknF	12
PF00498	293	Rv1747	230
PF00498_1	92	Rv1747	29
PF01061	814	Rv1747	596
PF00005	482	Rv1747	335
PF00501	408	fadD1	9
PF13193	493	fadD1	416
PF01494	395	Rv1751	51
PF00823	162	PPE24	5
PF01469	418	PPE24	379
PF01469_1	378	PPE24	339
PF01469_2	348	PPE24	309
PF01469_3	447	PPE24	409
PF13810	559	Rv1754c	233
PF04185	429	plcD	50
PF00665	206	Rv1756c	102
PF13276	79	Rv1756c	20
PF01527	90	Rv1757c	4
PF01083	173	cut1	2
PF00934	94	wag22	4
PF03007	298	Rv1760	38
PF06974	487	Rv1760	338
PF16817	121	Rv1761c	1
PF01906	123	Rv1762c	44
PF01906_1	245	Rv1762c	156
PF01527	90	Rv1763	4
PF00665	206	Rv1764	102
PF13276	79	Rv1764	20
PF01844	353	Rv1765c	309
PF02720	306	Rv1765c	21
PF00665	71	Rv1765A	1
PF02583	88	Rv1766	7
PF02627	109	Rv1767	26
PF00934	94	PE_PGRS31	4
PF01168	289	Rv1769	40
PF04389	423	Rv1770	236
PF01565	151	Rv1771	16
PF04030	425	Rv1771	172
PF03861	70	Rv1772	19
PF01614	247	Rv1773c	130
PF09339	69	Rv1773c	18
PF01565	170	Rv1774	35
PF18089	267	Rv1775	47
PF00440	66	Rv1776c	20
PF00067	420	cyp144	231
PF14362	319	Rv1779c	32
PF02446	690	malQ	179
PF05108	495	eccB5	15
PF01580	1097	eccC5	823
PF01580_1	698	eccC5	451
PF00067	315	cyp143	174
PF00067_1	393	cyp143	320
PF13459	61	Rv1786	3
PF00823	162	PPE25	5
PF12484	361	PPE25	282
PF00934	94	PE18	4
PF00823	162	PPE26	5
PF12484	389	PPE26	312
PF00823	162	PPE27	5
PF12484	346	PPE27	267
PF00934	94	PE19	4
PF06013	87	esxN	2
PF14011	284	Rv1794	13
PF08817	103	eccD5	20
PF19053	503	eccD5	114
PF00082	513	mycP5	253
PF00082_1	164	mycP5	100
PF11203	292	eccE5	200
PF00004	488	eccA5	353
PF17866	596	eccA5	532
PF00823	164	PPE28	7
PF08237	470	PPE28	245
PF00823	161	PPE29	5
PF12484	420	PPE29	318
PF00823	161	PPE30	5
PF12484	388	PPE30	308
PF00934	96	PE_PGRS32	6
PF05305	98	Rv1804c	26
PF00934	94	PE20	4
PF00823	162	PPE31	5
PF12484	395	PPE31	317
PF00823	162	PPE32	5
PF12484	389	PPE32	311
PF00823	162	PPE33	5
PF12484	405	PPE33	316
PF05305	111	Rv1810	40
PF02308	134	mgtC	13
PF07992	313	Rv1812c	2
PF13827	142	Rv1813c	58
PF04116	227	erg3	94
PF00440	67	Rv1816	21
PF13305	227	Rv1816	95
PF00890	471	Rv1817	22
PF00934	94	PE_PGRS33	4
PF06472	358	bacA	54
PF00005	579	bacA	443
PF00205	326	ilvG	199
PF02775	532	ilvG	385
PF02776	179	ilvG	11
PF01043	381	secA2	273
PF07516	764	secA2	666
PF07517	425	secA2	46
PF05949	303	Rv1823	149
PF06947	119	Rv1824	32
PF05949	289	Rv1825	150
PF01597	134	gcvH	8
PF00498	140	garA	77
PF00376	54	Rv1828	13
PF02577	130	Rv1829	20
PF13411	137	Rv1830	65
PF02347	438	gcvB	9
PF02347_1	722	gcvB	444
PF00561	152	Rv1833c	35
PF12697	281	lipZ	35
PF02129	352	Rv1835c	38
PF08530	614	Rv1835c	386
PF13531	444	Rv1836c	161
PF01274	699	glcB	17
PF01850	127	vapC13	2
PF00934	94	PE_PGRS34	4
PF00571	337	Rv1841c	280
PF00571_1	275	Rv1841c	235
PF01595	198	Rv1841c	8
PF00571	279	Rv1842c	220
PF00571_1	341	Rv1842c	285
PF01595	205	Rv1842c	10
PF03471	443	Rv1842c	354
PF00478	475	guaB1	13
PF00571	145	guaB1	90
PF00393	476	gnd1	188
PF03446	183	gnd1	12
PF01435	278	blaR	119
PF03965	121	blaI	7
PF03061	127	Rv1847	47
PF00547	99	ureA	1
PF00699	101	ureB	3
PF00449	126	ureC	2
PF01979	464	ureC	132
PF01730	172	ureF	35
PF02492	199	ureG	26
PF01774	201	ureD	27
PF07992	340	ndh	15
PF00296	245	Rv1855c	3
PF13561	218	Rv1856c	10
PF01547	251	modA	46
PF00528	256	modB	65
PF03459	359	modC	294
PF00005	167	modC	15
PF07174	298	apa	1
PF04226	100	Rv1861	51
PF08240	151	adhA	38
PF02517	243	Rv1863c	14
PF03473	193	Rv1864c	79
PF00106	204	Rv1865c	18
PF02515	771	Rv1866	399
PF02515_1	377	Rv1866	6
PF18313	490	Rv1867	409
PF00070	229	Rv1869c	148
PF14759	409	Rv1869c	324
PF04075	129	Rv1871c	7
PF01070	403	lldD2	44
PF08837	142	Rv1873	7
PF07110	199	Rv1874	120
PF01243	92	Rv1875	4
PF00210	144	bfrA	8
PF07690	426	Rv1877	33
PF00120	441	glnA3	111
PF04909	375	Rv1879	141
PF00067	406	cyp140	206
PF05481	140	lppE	26
PF00106	196	Rv1882c	2
PF03364	140	Rv1883c	15
PF06737	140	rpfC	67
PF01817	110	*MtCM	40
PF00756	318	fbpB	55
PF14333	96	Rv1888c	20
PF04072	49	Rv1888A	1
PF04072	118	Rv1889c	19
PF04264	198	Rv1890c	26
PF03060	359	Rv1894c	3
PF00107	302	Rv1895	176
PF08240	135	Rv1895	25
PF04072	202	Rv1896c	26
PF02580	142	Rv1897c	2
PF01910	95	Rv1898	5
PF01661	318	lppD	208
PF00211	454	lipJ	291
PF00561	161	lipJ	57
PF00994	184	cinA	8
PF02464	423	cinA	270
PF00083	399	nanT	221
PF07690	253	nanT	13
PF04020	119	Rv1903	2
PF01740	135	Rv1904	29
PF01266	316	aao	7
PF14081	197	Rv1907c	81
PF00141	400	katG	77
PF00141_1	714	katG	405
PF01475	130	furA	13
PF01161	199	Rv1910c	72
PF01161	199	lppC	68
PF00107	291	fadB5	152
PF08240	111	fadB5	28
PF00753	216	Rv1913	17
PF00463	298	aceAa	21
PF00463	232	aceAb	2
PF00823	162	PPE34	5
PF01469	386	PPE34	347
PF01469_1	1040	PPE34	1001
PF01469_2	356	PPE34	317
PF01469_3	1000	PPE34	961
PF01469_4	396	PPE34	357
PF01469_5	960	PPE34	921
PF01469_6	847	PPE34	803
PF01469_7	918	PPE34	879
PF01469_8	315	PPE34	276
PF01469_9	273	PPE34	233
PF00823	162	PPE35	5
PF01469	396	PPE35	357
PF01469_1	356	PPE35	317
PF01469_2	436	PPE35	397
PF01469_3	376	PPE35	337
PF01469_4	445	PPE35	407
PF01469_5	346	PPE35	307
PF10604	148	Rv1919c	5
PF01553	174	Rv1920	46
PF12710	342	lppF	156
PF00144	369	Rv1922	43
PF00144	398	lipD	46
PF00501	508	fadD31	42
PF09167	157	mpt63	32
PF09844	247	Rv1927	35
PF13561	253	Rv1928c	18
PF01965	65	Rv1931c	7
PF12833	257	Rv1931c	178
PF08534	160	tpx	19
PF00441	359	fadE18	209
PF02771	114	fadE18	6
PF00441	397	fadE17	234
PF02770	222	fadE17	128
PF02771	124	fadE17	6
PF00378	283	echA13	102
PF00378_1	108	echA13	33
PF00296	324	Rv1936	1
PF00111	84	Rv1937	10
PF00175	315	Rv1937	212
PF00970	202	Rv1937	106
PF00561	153	ephB	28
PF01613	169	Rv1939	24
PF00925	314	ribA1	203
PF00926	194	ribA1	9
PF13561	251	Rv1941	15
PF02452	105	mazF5	6
PF02810	186	Rv1944c	168
PF01844	408	Rv1945	362
PF02720	361	Rv1945	36
PF05973	113	higB	27
PF01381	96	higA	42
PF05016	94	parE1	5
PF03693	81	parD1	1
PF01850	123	vapC35	2
PF07143	248	Rv0988	71
PF17186	381	Rv0988	250
PF00348	277	grcC2	35
PF08666	116	Rv0990c	54
PF09723	40	Rv0991c	1
PF01812	186	Rv0992c	6
PF00483	284	galU	11
PF00994	333	moeA1	194
PF03453	181	moeA1	2
PF03454	422	moeA1	346
PF00583	157	rimJ	33
PF00027	123	Rv0998	38
PF13302	290	Rv0998	155
PF18702	251	Rv0999	63
PF13532	202	Rv1000c	41
PF02274	399	arcA	19
PF02366	303	Rv1002c	117
PF16192	521	Rv1002c	328
PF00590	208	Rv1003	6
PF00425	435	pabB	187
PF09334	363	metS	137
PF09334_1	145	metS	4
PF01026	258	tatD	2
PF03990	67	rpfB	27
PF03990_1	119	rpfB	84
PF03990_2	181	rpfB	141
PF06737	355	rpfB	279
PF07501	271	rpfB	197
PF00398	291	ksgA	27
PF00288	148	ispE	90
PF08544	284	ispE	206
PF00501	443	pks16	9
PF14535	538	pks16	444
PF01195	189	pth	6
PF01386	95	rplY	9
PF14693	183	rplY	103
PF10738	224	lpqT	56
PF13793	128	prsA	12
PF14572	323	prsA	200
PF00132	312	glmU	277
PF00132_1	440	glmU	405
PF00132_2	363	glmU	328
PF12804	264	glmU	9
PF00440	56	Rv1019	10
PF00270	814	mfd	650
PF00271	955	mfd	843
PF02559	620	mfd	518
PF03461	1153	mfd	1060
PF17757	241	mfd	154
PF03819	182	Rv1021	107
PF00113	423	eno	138
PF03952	133	eno	4
PF04977	164	Rv1024	86
PF04417	137	Rv1025	16
PF02541	317	Rv1026	19
PF00072	113	kdpE	4
PF00486	224	kdpE	148
PF00512	700	kdpD	632
PF00582	367	kdpD	253
PF02518	857	kdpD	748
PF02702	234	kdpD	25
PF13493	507	kdpD	400
PF09604	30	kdpF	7
PF03814	568	kdpA	10
PF00122	302	kdpB	121
PF00702	557	kdpB	318
PF02669	188	kdpC	5
PF00512	344	trcS	277
PF00672	266	trcS	204
PF02518	502	trcS	387
PF00072	144	trcR	34
PF00486	253	trcR	179
PF01609	121	Rv1034c	1
PF06013	87	esxI	2
PF06013	90	esxJ	4
PF00823	162	PPE15	5
PF12484	388	PPE15	309
PF00934	94	PE8	4
PF12484	272	PE8	192
PF01609	274	Rv1041c	85
PF13340	80	Rv1042c	7
PF13365	293	Rv1043c	145
PF13338	66	Rv1044	18
PF08843	293	Rv1045	44
PF00872	380	Rv1047	1
PF12802	95	Rv1049	33
PF00106	203	Rv1050	9
PF08843	186	Rv1051c	3
PF12728	246	Rv1051c	195
PF04248	235	Rv1056	142
PF04248_1	111	Rv1056	22
PF00501	438	fadD14	17
PF13193	521	fadD14	446
PF01113	119	Rv1059	7
PF10604	156	Rv1060	4
PF13230	269	Rv1061	1
PF01734	204	Rv1062	7
PF01734	178	Rv1063c	19
PF17301	139	lpqV	24
PF05995	131	Rv1065	50
PF00581	118	Rv1066	19
PF00934	94	PE_PGRS19	4
PF00934	94	PE_PGRS20	4
PF10081	574	Rv1069c	287
PF15420	270	Rv1069c	63
PF00378	257	echA8	9
PF16113	336	echA9	16
PF12811	277	Rv1072	6
PF00108	274	fadA3	4
PF02803	403	fadA3	281
PF07859	273	lipU	66
PF00291	296	cbs	7
PF00571	397	cbs	329
PF00571_1	459	cbs	403
PF06271	234	pra	88
PF01053	388	metB	15
PF01272	161	greA	81
PF03449	76	greA	7
PF14155	133	Rv1081c	22
PF02585	153	mca	7
PF03190	165	Rv1084	9
PF07221	324	Rv1084	220
PF03006	234	Rv1085c	30
PF01255	261	Rv1086	38
PF00934	94	PE_PGRS21	4
PF01255	48	Rv1087A	2
PF00934	92	PE9	4
PF01670	151	celA2b	1
PF00934	94	PE_PGRS22	4
PF00485	247	coaA	92
PF00464	398	glyA1	17
PF03405	272	desA2	7
PF02562	427	phoH2	220
PF13638	145	phoH2	7
PF01522	164	Rv1096	44
PF00206	342	fum	18
PF10415	465	fum	408
PF03320	338	glpX	31
PF14030	224	Rv1100	34
PF01594	346	Rv1101c	12
PF02452	96	mazF3	3
PF00135	197	Rv1104	4
PF00135	167	Rv1105	16
PF01073	281	Rv1106c	18
PF02609	75	xseB	24
PF02601	342	xseA	128
PF02401	306	lytB2	28
PF01926	144	Rv1112	4
PF06071	356	Rv1112	273
PF09957	47	vapB32	1
PF01850	114	vapC32	2
PF03992	77	Rv1117	1
PF00211	160	Rv1120c	48
PF00479	180	zwf1	13
PF02781	457	zwf1	182
PF00393	222	gnd2	186
PF00393_1	338	gnd2	275
PF03446	160	gnd2	2
PF12697	293	bpoB	52
PF12697	307	ephC	44
PF06974	414	Rv1125	269
PF00391	458	ppdK	387
PF01326	270	ppdK	30
PF01326_1	324	ppdK	257
PF02720	360	Rv1128c	35
PF01381	76	Rv1129c	22
PF06114	322	Rv1129c	199
PF09856	479	Rv1129c	323
PF03972	498	prpD	43
PF00285	378	prpC	31
PF12077	574	Rv1132	1
PF01717	755	metE	432
PF08267	319	metE	11
PF00823	162	PPE16	5
PF01469	248	PPE16	209
PF01469_1	327	PPE16	289
PF01469_2	317	PPE16	279
PF01469_3	435	PPE16	396
PF01469_4	504	PPE16	466
PF01469_5	465	PPE16	426
PF01469_6	395	PPE16	356
PF01469_7	288	PPE16	249
PF01469_8	353	PPE16	314
PF02803	79	Rv1135A	16
PF00378	113	Rv1136	1
PF01494	219	Rv1138c	5
PF04140	164	Rv1139c	73
PF02517	271	Rv1140	182
PF00378	268	echA11	18
PF00378	268	echA10	18
PF02515	348	mcr	5
PF00106	202	Rv1144	6
PF03176	280	mmpL13a	42
PF03176	440	mmpL13b	177
PF13489	191	Rv1147	24
PF01844	408	Rv1148c	362
PF02720	361	Rv1148c	36
PF13340	80	Rv1149	7
PF02146	184	Rv1151c	8
PF00392	80	Rv1152	17
PF04072	180	omt	20
PF08002	168	Rv1154c	38
PF01243	93	Rv1155	6
PF00730	194	Rv1156	25
PF09594	334	pimE	103
PF01329	91	Rv1159A	2
PF00293	126	mutT2	3
PF00384	829	narG	118
PF01568	1204	narG	1085
PF13247	274	narH	176
PF14711	441	narH	360
PF02613	155	narJ	22
PF02665	228	narI	7
PF00009	213	typA	1
PF00679	504	typA	416
PF03144	309	typA	236
PF00496	499	lpqW	105
PF00440	69	Rv1167c	23
PF16859	191	Rv1167c	80
PF00823	159	PPE17	5
PF12484	344	PPE17	270
PF00934	94	lipX	4
PF02585	158	mshB	8
PF00934	95	PE12	4
PF04055	726	fbiC	552
PF04055_1	277	fbiC	92
PF00724	333	fadH	7
PF07992	658	fadH	377
PF03551	81	Rv1176c	7
PF10400	186	Rv1176c	104
PF00037	56	fdxC	33
PF00155	360	Rv1178	25
PF04851	197	Rv1179c	13
PF00668	471	papA3	41
PF03176	358	mmpL10	29
PF03176_1	991	mmpL10	632
PF08237	317	Rv1184c	79
PF00501	467	fadD21	10
PF13556	533	Rv1186c	475
PF00171	525	rocA	50
PF01619	315	Rv1188	48
PF04542	76	sigI	10
PF08281	162	sigI	109
PF12697	283	Rv1190	45
PF00561	144	Rv1191	33
PF00501	382	fadD36	25
PF13193	463	fadD36	390
PF13556	398	Rv1194c	342
PF17853	295	Rv1194c	181
PF00934	94	PE13	4
PF00823	163	PPE18	6
PF12484	387	PPE18	306
PF06013	90	esxK	4
PF06013	87	esxL	2
PF00872	380	Rv1199c	1
PF00083	424	Rv1200	4
PF14602	264	dapD	231
PF14789	150	dapD	111
PF01546	353	dapE	65
PF07687	270	dapE	163
PF03641	184	Rv1205	54
PF00501	465	fadD6	53
PF13193	549	fadD6	473
PF00809	289	folP2	45
PF00535	170	gpgS	46
PF03352	189	tagA	17
PF11314	73	Rv1211	24
PF00534	364	glgA	190
PF13439	177	glgA	15
PF00483	278	glgC	8
PF00934	85	PE14	1
PF02129	307	Rv1215c	55
PF08530	555	Rv1215c	333
PF04191	209	Rv1216c	109
PF13732	296	Rv1218c	217
PF00005	164	Rv1218c	25
PF00440	57	Rv1219c	12
PF17933	192	Rv1219c	89
PF01596	224	Rv1220c	27
PF04542	154	sigE	87
PF08281	236	sigE	185
PF13180	522	htrA	440
PF13365	401	htrA	254
PF02416	71	tatB	5
PF00702	232	Rv1225c	166
PF03703	143	Rv1226c	62
PF03703_1	466	Rv1226c	395
PF03703	165	Rv1227c	87
PF01883	84	mrp	10
PF10609	363	mrp	115
PF13406	254	Rv1230c	189
PF06210	140	Rv1231c	39
PF00571	412	Rv1232c	356
PF00571_1	350	Rv1232c	287
PF03448	285	Rv1232c	184
PF13828	192	Rv1233c	132
PF01547	379	lpqY	38
PF00528	298	sugA	99
PF00528	269	sugB	80
PF17912	287	sugC	236
PF00005	163	sugC	20
PF01544	362	corA	67
PF00056	154	mdh	6
PF02866	326	mdh	157
PF01850	135	vapC33	2
PF00934	94	PE_PGRS23	4
PF04069	281	lpqZ	32
PF00106	203	Rv1245c	7
PF05016	89	relE	9
PF02604	74	relB	1
PF00198	340	Rv1248c	99
PF00676	820	Rv1248c	486
PF02779	1080	Rv1248c	878
PF16078	44	Rv1248c	5
PF16870	1230	Rv1248c	1083
PF07690	416	Rv1250	24
PF13087	1113	Rv1251c	916
PF13482	502	Rv1251c	312
PF13604	954	Rv1251c	748
PF14041	191	lprE	112
PF00270	204	deaD	37
PF00271	345	deaD	236
PF03880	542	deaD	471
PF01757	373	Rv1254	22
PF00440	65	Rv1255c	19
PF00067	384	cyp130	276
PF01565	179	Rv1257c	41
PF02913	454	Rv1257c	215
PF07690	364	Rv1258c	12
PF03167	262	udgB	89
PF01494	342	Rv1260	2
PF04075	148	Rv1261c	15
PF01230	107	Rv1262c	10
PF01425	442	amiB2	27
PF00211	375	Rv1264	209
PF16701	194	Rv1264	9
PF14032	622	pknH	437
PF00069	278	pknH	16
PF00486	103	embR	25
PF00498	372	embR	308
PF03704	255	embR	110
PF13529	203	Rv1268c	43
PF13827	123	Rv1269c	39
PF07161	240	lprA	45
PF05305	107	Rv1271c	37
PF00664	353	Rv1272c	53
PF00005	562	Rv1272c	413
PF00664	288	Rv1273c	17
PF00005	502	Rv1273c	352
PF12079	183	lprB	20
PF12079	178	lprC	16
PF00300	89	Rv1276c	1
PF00149	299	Rv1277	35
PF13175	83	Rv1278	1
PF00732	298	Rv1279	5
PF05199	522	Rv1279	383
PF00496	513	oppA	138
PF08352	299	oppD	234
PF08352_1	612	oppD	579
PF00005	528	oppD	377
PF00005_1	183	oppD	24
PF00528	285	oppC	99
PF12911	58	oppC	6
PF00528	324	oppB	109
PF00484	115	canA	30
PF01507	263	cysD	39
PF00009	273	cysN	2
PF01583	599	cysN	442
PF02082	133	Rv1287	3
PF10011	439	Rv1290c	67
PF05305	106	Rv1291c	36
PF00750	409	argS	102
PF03485	93	argS	4
PF05746	550	argS	429
PF00278	403	lysA	310
PF02784	307	lysA	47
PF00742	322	thrA	139
PF01842	426	thrA	355
PF03447	131	thrA	14
PF00291	327	thrC	32
PF00288	154	thrB	89
PF00006	540	rho	333
PF07497	303	rho	226
PF07498	78	rho	36
PF01197	66	rpmE	1
PF00472	322	prfA	211
PF03462	204	prfA	11
PF13649	201	hemK	113
PF17827	73	hemK	5
PF01300	197	Rv1301	22
PF00953	276	rfe	109
PF03899	115	Rv1303	21
PF00119	240	atpB	30
PF00137	74	atpE	11
PF00430	161	atpF	30
PF00213	444	atpH	276
PF00430	134	atpH	3
PF00006	375	atpA	152
PF00306	507	atpA	382
PF02874	95	atpA	28
PF00231	301	atpG	4
PF00006	364	atpD	151
PF02874	94	atpD	23
PF02823	84	atpC	4
PF10739	140	Rv1312	10
PF01610	422	Rv1313c	163
PF13542	147	Rv1313c	97
PF14690	92	Rv1313c	46
PF01923	176	Rv1314c	8
PF00275	406	murA	7
PF01035	155	ogt	75
PF02870	71	ogt	1
PF00730	472	alkA	322
PF02805	71	alkA	7
PF06029	316	alkA	201
PF00211	531	Rv1318c	355
PF00672	326	Rv1318c	274
PF00211	533	Rv1319c	356
PF00672	327	Rv1319c	275
PF00211	531	Rv1320c	355
PF00672	326	Rv1320c	274
PF01939	226	Rv1321	1
PF13669	134	Rv1322A	22
PF00108	259	fadA4	1
PF02803	388	fadA4	266
PF00085	148	Rv1324	44
PF14561	304	Rv1324	217
PF00934	94	PE_PGRS24	4
PF00128	377	glgB	276
PF02806	731	glgB	633
PF02922	216	glgB	129
PF00128	385	glgE	254
PF11896	226	glgE	16
PF00343	636	glgP	206
PF00343_1	188	glgP	127
PF11897	126	glgP	13
PF13307	640	dinG	479
PF01729	332	pncB1	149
PF17767	144	pncB1	22
PF02617	96	Rv1331	24
PF09438	215	Rv1332	31
PF03576	334	Rv1333	2
PF14464	131	mec	14
PF02597	93	cysO	5
PF00291	295	cysM	7
PF01694	223	Rv1337	71
PF01177	216	murI	8
PF12706	237	Rv1339	49
PF01138	144	rphA	12
PF03725	227	rphA	160
PF01725	197	Rv1341	7
PF12823	112	Rv1342c	25
PF00550	77	mbtL	10
PF00501	421	mbtM	9
PF00441	371	mbtN	224
PF02770	213	mbtN	117
PF02771	113	mbtN	5
PF13523	193	mbtK	49
PF00664	562	irtA	293
PF04954	241	irtA	128
PF08021	118	irtA	53
PF00005	774	irtA	626
PF00005	498	irtB	349
PF13561	245	fabG2	14
PF00440	67	Rv1353c	21
PF02909	224	Rv1353c	79
PF00563	595	Rv1354c	358
PF00990	339	Rv1354c	184
PF01590	170	Rv1354c	28
PF00899	464	moeY	89
PF00563	299	Rv1357c	58
PF00296	318	Rv1360	3
PF00823	163	PPE19	6
PF12484	392	PPE19	309
PF01740	650	Rv1364c	537
PF07228	397	Rv1364c	201
PF08448	135	Rv1364c	21
PF01740	124	rsfA	18
PF04607	182	Rv1366	76
PF00144	377	Rv1367c	8
PF07161	256	lprF	57
PF00665	206	Rv1369c	102
PF13276	79	Rv1369c	20
PF01527	90	Rv1370c	4
PF00173	89	Rv1371	7
PF00487	426	Rv1371	172
PF00195	237	Rv1372	28
PF02797	392	Rv1372	248
PF00685	318	Rv1373	30
PF02624	424	Rv1375	115
PF07812	172	Rv1376	53
PF13649	142	Rv1377c	49
PF02720	371	Rv1378c	68
PF00156	181	pyrR	15
PF00185	306	pyrB	159
PF02729	153	pyrB	4
PF01979	422	pyrC	48
PF00117	370	carA	186
PF00988	133	carA	3
PF02142	1078	carB	985
PF02786	340	carB	133
PF02786_1	891	carB	688
PF02787	505	carB	428
PF00215	260	pyrF	16
PF00934	93	PE15	3
PF00823	164	PPE20	7
PF18878	528	PPE20	481
PF00625	202	gmk	20
PF01192	105	rpoZ	42
PF02441	181	dfp	9
PF04127	384	dfp	191
PF00438	106	metK	5
PF02772	251	metK	129
PF02773	392	metK	253
PF13738	214	Rv1393c	8
PF00067	456	cyp132	41
PF12625	216	Rv1395	28
PF12833	343	Rv1395	265
PF00934	94	PE_PGRS25	4
PF01850	111	vapC10	2
PF01402	41	vapB10	3
PF07859	294	nlhH	84
PF07859	295	lipI	87
PF07947	245	Rv1401	63
PF17764	96	priA	1
PF13649	145	Rv1403c	53
PF01047	101	Rv1404	43
PF08241	149	Rv1405c	54
PF00551	181	fmt	1
PF02911	304	fmt	204
PF01029	138	fmu	14
PF01189	454	fmu	259
PF00834	204	rpe	9
PF00383	107	ribG	6
PF01872	334	ribG	154
PF07690	425	P55	12
PF07161	230	lprG	40
PF00677	187	ribC	100
PF00677_1	87	ribC	3
PF01168	166	Rv1413	1
PF14031	115	Rv1414	19
PF00925	381	ribA2	210
PF00926	201	ribA2	8
PF00885	154	ribH	17
PF10756	143	Rv1417	72
PF00652	153	Rv1419	35
PF01541	96	uvrC	17
PF02151	243	uvrC	208
PF14520	640	uvrC	584
PF08459	571	uvrC	403
PF03668	301	Rv1421	17
PF01933	297	Rv1422	5
PF02650	303	whiA	221
PF10298	104	whiA	19
PF14527	218	whiA	126
PF03007	264	Rv1425	4
PF06974	455	Rv1425	304
PF07859	392	lipO	181
PF00501	440	fadD12	45
PF13193	523	fadD12	448
PF01553	173	Rv1428c	42
PF13556	409	Rv1429	351
PF17853	299	Rv1429	168
PF12077	580	Rv1431	1
PF13450	72	Rv1432	6
PF03734	269	Rv1433	159
PF17964	141	Rv1433	23
PF00044	110	gap	3
PF02800	318	gap	163
PF00162	394	pgk	6
PF00121	252	tpi	5
PF12680	110	Rv1439c	10
PF03840	73	secG	4
PF00934	94	PE_PGRS26	4
PF00384	511	bisC	50
PF01568	744	bisC	623
PF18364	46	bisC	6
PF03670	88	Rv1444c	24
PF01182	235	devB	9
PF10128	294	opcA	52
PF00479	215	zwf2	32
PF02781	512	zwf2	217
PF00923	364	tal	18
PF00456	358	tkt	22
PF02779	557	tkt	373
PF02780	690	tkt	578
PF00934	94	PE_PGRS27	4
PF01040	286	ctaB	35
PF00934	94	PE_PGRS28	4
PF13556	398	Rv1453	342
PF17853	295	Rv1453	180
PF00107	289	qor	153
PF08240	136	qor	27
PF02628	295	Rv1456c	15
PF01061	232	Rv1457c	28
PF00005	166	Rv1458c	27
PF13412	84	Rv1460	42
PF01458	817	Rv1461	596
PF01458	360	Rv1462	131
PF00005	179	Rv1463	26
PF00266	403	csd	31
PF01592	132	Rv1465	8
PF01883	89	Rv1466	12
PF05610	113	Rv0459	16
PF16936	78	Rv0460	1
PF00070	253	lpdC	173
PF02852	454	lpdC	345
PF12831	52	lpdC	5
PF02627	138	Rv0464c	49
PF01381	64	Rv0465c	10
PF06114	310	Rv0465c	187
PF09856	469	Rv0465c	311
PF01643	264	Rv0466	15
PF00463	253	icl1	9
PF00463_1	427	icl1	250
PF00725	286	fadB2	190
PF02737	188	fadB2	7
PF02353	282	umaA	2
PF02353	283	pcaA	3
PF00440	75	Rv0472c	30
PF04286	455	Rv0473	92
PF01381	80	Rv0474	26
PF10724	86	Rv0476	1
PF10783	142	Rv0477	46
PF01791	222	deoC	9
PF11209	330	Rv0479c	126
PF00795	259	Rv0480c	2
PF10698	170	Rv0481c	6
PF01565	167	murB	33
PF02873	365	murB	229
PF03734	383	lprQ	262
PF17964	260	lprQ	75
PF00106	194	Rv0484c	9
PF00480	406	Rv0485	109
PF00534	424	mshA	251
PF13439	246	mshA	65
PF10722	136	Rv0487	9
PF01810	189	Rv0488	2
PF00300	144	gpm1	7
PF00512	223	senX3	157
PF02518	380	senX3	268
PF00072	113	regX3	4
PF00486	225	regX3	149
PF00732	408	Rv0492c	147
PF05199	617	Rv0492c	485
PF00392	82	Rv0494	19
PF07729	229	Rv0494	108
PF02541	307	Rv0496	17
